pos_diffx,pos_diffy,pos_diffz,x_dot0,y_dot0,z_dot0,x_ddot0,y_ddot0,z_ddot0,phi0,theta0,yaw0,phi_dot0,theta_dot0,yaw_dot0,x,y,z,x_dot,y_dot,z_dot,phi,theta,yaw,phi_dot,theta_dot,yaw_dot,Tf,Cost,controller_ID
-12.611747926696665,-9.26376688850544,-3.359477824523422,-0.27322844044007155,-1.4317894100476347,-1.3754726405983133,-0.642270106042443,-1.3533591814681356,2.424738038317706,-0.2133640610558194,0.6604616818979581,1.329156487323811,-0.666823913062977,0.3683001239107291,0.1940338253447389,11.01652955323539,11.095904184278627,10.440378964527085,-0.0031513565140712293,-0.004188506764504352,7.49400340950442e-08,0.0001516978976081648,-0.00011056509819425723,2.3923303198667974e-08,-0.15584934034724324,0.12512024827021312,2.773391504205739e-08,9.289052275620392,441.78943345999903,Backstepping_2
-12.841850690252192,11.801129803332268,-0.6313777079418141,-4.893162319125307,-4.882132412389129,0.9046853441058289,0.2667774504444749,0.32662973307755827,1.3368650811473781,-1.0107407317413741,-1.0950068188657345,0.05467057763088201,0.39393262789305084,0.93994321819584,-0.8360772919600159,12.222519286517997,-12.167545770942759,8.497539731494456,-0.07097509686761229,-0.0017017107936804668,6.240247520096933e-05,0.00012046786282866791,-0.0069884160904936194,-1.4049648602568038e-07,0.019981411356780294,0.6787791808565591,2.2894447275746795e-07,5.9924392888269145,1292.5071936633008,Backstepping_4
0.24270273422584987,6.584848619811364,3.9512445264791154,1.8502428904952728,-0.038860015440618234,0.3628486084513014,-0.5713332246050244,-2.1574542062673836,-1.0994062000369487,-0.2400393830758285,0.35167717608395455,1.5616139760554473,-0.21191741597739022,0.04607949734958483,-0.01704433772545677,-1.4992028694693853,-6.207652424340319,3.0772226141387127,0.00028594156523097005,-0.000359811815046379,-1.81210584426606e-07,3.27133572505028e-05,3.472812105058255e-05,-4.776469048457243e-10,-0.023408365414317563,-0.033598363821454265,-5.998061587755273e-10,9.48685800237515,395.85516204348676,Backstepping_1
-7.724421261005489,-7.319089004968477,-2.8520180189817568,-2.0307633310030604,-1.1749495389588605,2.992120527747848,1.3904568490760933,-1.4596656674385489,-1.3761539525184907,-1.2694121089197898,0.10726187071020243,-0.10689160739046,0.1275352346469838,0.4289913934235563,-0.8495444303478272,7.4180968691283375,9.105485506509844,10.84367144858566,-0.009410165419620593,-0.01704472385475028,8.605528205687795e-06,0.0009783140385218444,-0.00048507870584894457,1.112134065023491e-07,-0.19132919266510306,0.11979413410928724,1.7870889726324705e-07,7.93187328188432,513.5052763495936,Backstepping_4
5.7041099308732095,-11.733840570104917,-18.975976005230123,-3.911526850022841,-1.538830059808507,4.482250510505292,-1.670832968172062,1.786906233151912,2.4390695387185115,0.7405663290702893,0.6115957197256485,-1.3104166363328047,-0.9909904596225032,-0.026231284035453717,-0.2941105487383262,-4.2518816752248485,11.04424788119599,21.405699459359695,-0.007339065274883242,-0.007692595717069213,-1.715589332100632e-06,0.0003712557619596551,-0.00034202258636077264,7.292041695381714e-08,-0.2689759992538121,0.17846889920330855,1.0447106497360344e-07,6.481821101253804,551.0363410730422,Backstepping_2
-2.986478505072852,-7.296973142693393,-13.617791663339514,1.4296889744943808,0.4157447164344106,-0.27221765039050005,-2.1060572750167235,0.16801034860395614,-1.3596984472747298,0.3110350316613053,-0.5168299939476468,-0.6186643873854685,-0.9255259243620688,0.9197132938798342,0.2278321441582798,2.1170098359622247,7.5234993906960685,16.056270789686945,-0.0013820720079032185,-0.0006749145475526272,-1.1775066794309445e-05,-6.033943916351691e-05,6.0282819293473975e-05,2.3404413195466582e-09,-0.044889838095135956,0.054281537760893214,-3.1222535399733044e-10,8.891323715062295,177.83894577946296,Backstepping_2
-0.16903596950330435,-8.121460530185654,-6.741429500811554,1.7445724129837767,1.7024088703953923,-4.336728960932313,-1.4935261467739331,0.35992633112314865,-0.07799946630122445,-0.37845322145565696,0.6054894722457984,-0.5637822972921775,0.21132307589318255,-0.2628025813921584,0.07401027390903558,1.7913466999281729,7.985519202825561,10.70559513188152,0.0003569227643099668,-0.0004497523266988866,-3.610792388849662e-05,-0.00034020326667978386,-0.00015854108372116433,-5.611638806434936e-10,-0.0657954618970384,-0.02715328678714478,4.40710594495516e-09,6.48859219943814,216.7472141013982,Backstepping_2
-0.19308341363805948,-8.79575122121384,-19.228091902627355,0.5654634181430342,2.9070336391786515,1.4157502060116638,-0.9140964512571075,0.6631911046913648,-2.468015261674385,-0.6492223945849379,-0.1548172402716621,1.3349583625018993,0.27991327126298926,-0.4996833174306634,-0.5656853308358896,0.8891698171596707,10.584854701787906,21.356510104800154,-0.00020608553528464953,0.0006315702689344904,-2.3468981313023417e-05,-9.423818644242145e-05,3.161044455795923e-05,-5.345498985390313e-11,-0.040530065072061736,0.012669204050112485,-1.145358481156415e-09,5.632186608415285,238.29064562572307,Backstepping_1
4.56447656359776,-9.790372949910072,-12.482201361853763,-1.6946974557743513,-3.795595051008754,2.5255790765116117,-2.3392969954953347,1.9504613386689984,0.985848578215156,-0.6832417203630993,-0.252961766657799,-0.556983649144333,-0.9295264378123624,-0.5322194469739185,0.5171811837466163,-2.921182943464957,11.555558870023987,21.878366002688875,-0.009079611010917555,-0.010322642455477263,5.110745650854973e-06,0.0003890573047202721,-0.00039476337100291357,6.665499152059938e-08,-0.1437332897547226,0.09428684785529333,9.838355377939098e-08,8.723753036396644,315.9018350729436,Backstepping_4
2.3801793783717167,2.581146444747916,-4.921896346207395,0.04335257172868623,-0.7164115948633203,0.8506919046413302,0.533164927624898,-0.5126511615196154,-0.02286279922876755,0.13851486258409262,-0.7635930003647102,-0.7303340292834383,-0.9442229114315674,-0.2029271028780062,0.280272575133913,-3.8904931885388168,-3.890412626091773,6.524858235216075,0.0027479311778451365,-0.0007071617390570656,-4.567387729611548e-06,3.349809152206299e-05,8.820607654202536e-05,-1.4736400261999954e-09,-0.007981527174765163,-0.08113463422104679,-3.3646178711169702e-09,6.484615921611539,211.8366665263316,Backstepping_2
